paper_uid_after_direct_w,exclusion_reason,ref_year,search_pub_year,kci_pub_year,kci_verified,google_scholar_indexed,google_scholar_match_status,google_scholar_year,google_scholar_citation_count,D_j_audit,recoverable_target_year,year_recovery_source
P00102243,missing_target_year,1989b,,,,0,not_indexed,,,0.0,,
P00102244,missing_target_year,,2002.0,,,0,not_indexed,,,0.0,2002.0,search_pub_year
P00102245,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102247,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102248,missing_target_year,1986제7집,,,,0,not_indexed,,,0.0,,
P00102256,missing_target_year,,2024.0,,,0,not_indexed,,,0.0,2024.0,search_pub_year
P00102281,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102282,missing_target_year,1972년8월호,,,,0,not_indexed,,,0.0,,
P00058852,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102296,missing_target_year,20041969-1973,2004.0,,,0,not_indexed,,,0.0,2004.0,search_pub_year
P00102298,missing_target_year,2001a,,,,0,not_indexed,,,0.0,,
P00102303,missing_target_year,2002a,2002.0,2002.0,N,0,not_indexed,,,0.0,2002.0,kci_pub_year
P00102304,missing_target_year,2002b,2002.0,,,0,not_indexed,,,0.0,2002.0,search_pub_year
P00102308,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00092860,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102428,missing_target_year,2005.9.29,,,,0,not_indexed,,,0.0,,
P00102429,missing_target_year,2004.8.17,,,,0,not_indexed,,,0.0,,
P00102430,missing_target_year,2004.7.21,,,,0,not_indexed,,,0.0,,
P00102431,missing_target_year,2004.9.11,,,,0,not_indexed,,,0.0,,
P00102432,missing_target_year,2004.10.26,,,,0,not_indexed,,,0.0,,
P00102433,missing_target_year,2004.10.16,,,,0,not_indexed,,,0.0,,
P00102434,missing_target_year,20059.24,,,,0,not_indexed,,,0.0,,
P00102435,missing_target_year,2004.2.27,,,,0,not_indexed,,,0.0,,
P00102516,missing_target_year,www.kita.net,,,,0,not_indexed,,,0.0,,
P00102517,missing_target_year,,2004.0,,,0,not_indexed,,,0.0,2004.0,search_pub_year
P00102519,missing_target_year,www.fta.go.kr,,,,0,not_indexed,,,0.0,,
P00102625,missing_target_year,1918～19211990,,,,0,not_indexed,,,0.0,,
P00102632,missing_target_year,1946년2월호,,,,0,not_indexed,,,0.0,,
P00095387,missing_target_year,1946년4월호,,,,0,not_indexed,,,0.0,,
P00102637,missing_target_year,1934년12월호,,,,0,not_indexed,,,0.0,,
P00102639,missing_target_year,1946년1월호,,,,0,not_indexed,,,0.0,,
P00102640,missing_target_year,1945년11월호,,,,0,not_indexed,,,0.0,,
P00102644,missing_target_year,1945년12월호,,,,0,not_indexed,,,0.0,,
P00102645,missing_target_year,1945～461993,,,,0,not_indexed,,,0.0,,
P00102646,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102666,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102667,missing_target_year,19811986,,,,0,not_indexed,,,0.0,,
P00102700,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102712,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102714,missing_target_year,2005.3.8,,,,0,not_indexed,,,0.0,,
P00102720,missing_target_year,2006.10.11,,,,0,not_indexed,,,0.0,,
P00102721,missing_target_year,2006.5.10,,,,0,not_indexed,,,0.0,,
P00102722,missing_target_year,2007.1.16,,,,0,not_indexed,,,0.0,,
P00102723,missing_target_year,2006.12.7,,,,0,not_indexed,,,0.0,,
P00102724,missing_target_year,2003.6.18,,,,0,not_indexed,,,0.0,,
P00102725,missing_target_year,2007.1.1,,,,0,not_indexed,,,0.0,,
P00102727,missing_target_year,2007.1.16,,,,0,not_indexed,,,0.0,,
P00102728,missing_target_year,2007.1.24,,,,0,not_indexed,,,0.0,,
P00102729,missing_target_year,2007.1.8,,,,0,not_indexed,,,0.0,,
P00102730,missing_target_year,2007.1.17,,,,0,not_indexed,,,0.0,,
P00102744,missing_target_year,20032003,,,,0,not_indexed,,,0.0,,
P00102782,missing_target_year,,,,,0,review,,,0.0,,
P00102784,missing_target_year,2006a,2006.0,2006.0,N,0,not_indexed,,,0.0,2006.0,kci_pub_year
P00102794,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102809,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102810,missing_target_year,19701992,,,,0,not_indexed,,,0.0,,
P00102817,missing_target_year,1998a,,,,0,not_indexed,,,0.0,,
P00102852,missing_target_year,19491946,,,,0,not_indexed,,,0.0,,
P00102867,missing_target_year,,2020.0,,,0,not_indexed,,,0.0,2020.0,search_pub_year
P00102946,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102951,missing_target_year,19191960,,,,0,not_indexed,,,0.0,,
P00102956,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102957,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00087271,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102964,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102967,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102996,missing_target_year,,2015.0,,,0,review,,,0.0,2015.0,search_pub_year
P00103000,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00103029,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00103083,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00103089,missing_target_year,1992200-6,,,,0,not_indexed,,,0.0,,
P00103146,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00103147,missing_target_year,공간자료구영록배영수.1982.『한미관계1882-1982』,,,,0,not_indexed,,,0.0,,
P00049970,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00103151,missing_target_year,1950년대경제협정,,,,0,not_indexed,,,0.0,,
P00103153,missing_target_year,리영희.1992.1953년한미상호방위조약,,,,0,not_indexed,,,0.0,,
P00103154,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00103156,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00103580,missing_target_year,진단학보,2020.0,,,0,not_indexed,,,0.0,2020.0,search_pub_year
P00104359,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00104377,missing_target_year,담론201,2016.0,,,0,not_indexed,,,0.0,2016.0,search_pub_year
P00104384,missing_target_year,,1989.0,,,0,review,,,0.0,1989.0,search_pub_year
P00105536,missing_target_year,한국동양정치사상사연구,2009.0,,,0,not_indexed,,,0.0,2009.0,search_pub_year
P00105958,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00117334,missing_target_year,한국정치학회보,2007.0,,,0,review,,,0.0,2007.0,search_pub_year
P00117420,missing_target_year,황해문화,,,,0,not_indexed,,,0.0,,
P00118334,missing_target_year,성이론,,,,0,not_indexed,,,0.0,,
P00118534,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00118632,missing_target_year,male Subject)의 운동 전략: 메갈리아를 중심으로1),,,,0,not_indexed,,,0.0,,
P00118633,missing_target_year,페미니즘연구,2023.0,,,0,review,,,0.0,2023.0,search_pub_year
P00119462,missing_target_year,한국언론학보,2006.0,,,0,not_indexed,,,0.0,2006.0,search_pub_year
P00120541,missing_target_year,한국행정학보,2012.0,,,0,not_indexed,,,0.0,2012.0,search_pub_year
P00120542,missing_target_year,한국행정학보,2013.0,,,1,matched,2013.0,7.0,1.0,2013.0,search_pub_year
P00121294,missing_target_year,Diaoyutai 영유권 분쟁에 관한 국 제법적 고찰 :독도 영유권 문제에 대한 시사점,2016.0,,,1,matched,2010.0,9.0,1.0,2016.0,search_pub_year
P00123042,missing_target_year,2007b,2007.0,,,0,not_indexed,,,0.0,2007.0,search_pub_year
P00123043,missing_target_year,2007c,,,,0,not_indexed,,,0.0,,
P00123079,missing_target_year,세계지역연구논총,,,,0,not_indexed,,,0.0,,
P00123429,missing_target_year,KNSI 현안진단,2008.0,,,1,matched,2024.0,,1.0,2008.0,search_pub_year
P00123430,missing_target_year,"이집트, 요르단, UAS, 바레인",2022.0,,,0,review,,,0.0,2022.0,search_pub_year
P00123696,missing_target_year,군사연구,2017.0,,,1,matched,2017.0,2.0,1.0,2017.0,search_pub_year
P00124151,missing_target_year,민족문화연구,2016.0,,,0,not_indexed,,,0.0,2016.0,search_pub_year
P00124877,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00125160,missing_target_year,동방학지,2012.0,,,1,matched,2012.0,6.0,1.0,2012.0,search_pub_year
P00126493,missing_target_year,,,,,1,matched,1997.0,1.0,1.0,1997.0,google_scholar_year
P00127674,missing_target_year,테스트,,,,0,not_indexed,,,0.0,,
P00128897,missing_target_year,2007.1.8,,,,0,api_error,,,,,
P00128898,missing_target_year,2006.9.4,,,,0,api_error,,,,,
P00128915,missing_target_year,2002.5.2,,,,0,api_error,,,,,
P00128918,missing_target_year,2006년3월7일,,,,0,api_error,,,,,
P00128930,missing_target_year,2006.9.10,,,,0,api_error,,,,,
P00128961,missing_target_year,2006.4.14,,,,0,not_indexed,,,0.0,,
P00128963,missing_target_year,2003.5.12,,,,0,not_indexed,,,0.0,,
P00128995,missing_target_year,2007.2.22,,,,0,not_indexed,,,0.0,,
P00128996,missing_target_year,2006.11.28,,,,0,not_indexed,,,0.0,,
P00128997,missing_target_year,2007.2.27,,,,0,not_indexed,,,0.0,,
P00129001,missing_target_year,2007.2.27,,,,0,not_indexed,,,0.0,,
P00129076,missing_target_year,경제의 수평적 상호작용,2021.0,,,1,matched,2021.0,6.0,1.0,2021.0,search_pub_year
P00129138,missing_target_year,국가전략,2006.0,,,0,not_indexed,,,0.0,2006.0,search_pub_year
P00129204,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00129409,missing_target_year,1826,,,,0,not_indexed,,,0.0,,
P00131631,missing_target_year,국방연구,2017.0,,,1,matched,2017.0,2.0,1.0,2017.0,search_pub_year
P00061529,missing_target_year,국가전략,2022.0,,,1,matched,2009.0,28.0,1.0,2022.0,search_pub_year
P00132658,missing_target_year,국제정치 논총,,,,0,not_indexed,,,0.0,,
P00133913,missing_target_year,국가전략,2009.0,,,0,review,,,0.0,2009.0,search_pub_year
P00135259,missing_target_year,제2권 1호,,,,0,not_indexed,,,0.0,,
P00135358,missing_target_year,한국과 국제정치,2009.0,,,0,not_indexed,,,0.0,2009.0,search_pub_year
P00135846,missing_target_year,국방연구,,,,0,not_indexed,,,0.0,,
P00136116,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00136118,missing_target_year,,,,,1,matched,1992.0,31.0,1.0,1992.0,google_scholar_year
P00136437,missing_target_year,2004a,2004.0,,,0,not_indexed,,,0.0,2004.0,search_pub_year
P00136556,missing_target_year,1991194-215,,,,0,not_indexed,,,0.0,,
P00136668,missing_target_year,20054월,,,,0,not_indexed,,,0.0,,
P00136669,missing_target_year,200311월,,,,0,not_indexed,,,0.0,,
P00136672,missing_target_year,2004a,,,,0,not_indexed,,,0.0,,
P00136673,missing_target_year,2004b,,,,0,not_indexed,,,0.0,,
P00136676,missing_target_year,2005a,,,,0,not_indexed,,,0.0,,
P00136677,missing_target_year,2005b,,,,0,not_indexed,,,0.0,,
P00136681,missing_target_year,2003a,,,,0,not_indexed,,,0.0,,
P00136682,missing_target_year,2003b,,,,0,not_indexed,,,0.0,,
P00136683,missing_target_year,2005년3월,,,,0,not_indexed,,,0.0,,
P00136684,missing_target_year,2005b,,,,0,not_indexed,,,0.0,,
P00136710,missing_target_year,19891989년12월28일,,,,0,not_indexed,,,0.0,,
P00136711,missing_target_year,1990a1990년9월20일,,,,0,not_indexed,,,0.0,,
P00136712,missing_target_year,1990b1990년10월3일,,,,0,not_indexed,,,0.0,,
P00136713,missing_target_year,19911991년5월5일,,,,0,not_indexed,,,0.0,,
P00136714,missing_target_year,19931993년3월1일,,,,0,not_indexed,,,0.0,,
P00136715,missing_target_year,19941994년11월1일1992,,,,0,not_indexed,,,0.0,,
P00137310,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00137312,missing_target_year,2002a,,,,0,not_indexed,,,0.0,,
P00137319,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00137320,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00137321,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00135736,missing_target_year,2006a,,,,0,not_indexed,,,0.0,,
P00137353,missing_target_year,2006b,,,,0,not_indexed,,,0.0,,
P00137498,missing_target_year,19891925-45,,,,0,not_indexed,,,0.0,,
P00138038,missing_target_year,2002a,,,,0,not_indexed,,,0.0,,
P00138039,missing_target_year,2002b,2007.0,,,0,not_indexed,,,0.0,2007.0,search_pub_year
P00139996,missing_target_year,PR연구,2014.0,,,0,not_indexed,,,0.0,2014.0,search_pub_year
P00140124,missing_target_year,한국방송학보,2013.0,,,0,not_indexed,,,0.0,2013.0,search_pub_year
P00140569,missing_target_year,정보보호학회논문지,2009.0,,,0,not_indexed,,,0.0,2009.0,search_pub_year
P00140638,missing_target_year,평화학연구,2003.0,,,0,review,,,0.0,2003.0,search_pub_year
P00141132,missing_target_year,정책분석평가학회보,2018.0,,,1,matched,2018.0,4.0,1.0,2018.0,search_pub_year
P00142456,missing_target_year,한국문화인류학,2006.0,,,0,not_indexed,,,0.0,2006.0,search_pub_year
P00144212,missing_target_year,철학연구,2018.0,,,0,not_indexed,,,0.0,2018.0,search_pub_year
P00146429,missing_target_year,한국언론학보,2007.0,,,0,not_indexed,,,0.0,2007.0,search_pub_year
P00151997,missing_target_year,기억,2011.0,,,0,not_indexed,,,0.0,2011.0,search_pub_year
P00152440,missing_target_year,한국사회학,2013.0,,,0,not_indexed,,,0.0,2013.0,search_pub_year
P00152541,missing_target_year,성이론,,,,0,not_indexed,,,0.0,,
P00038721,missing_target_year,동아연구,2007.0,,,0,not_indexed,,,0.0,2007.0,search_pub_year
P00155024,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00155188,missing_target_year,사(私)' 개념의 변화,2003.0,,,0,not_indexed,,,0.0,2003.0,search_pub_year
P00155888,missing_target_year,한국논단,,,,0,not_indexed,,,0.0,,
P00156160,missing_target_year,언론과학연구,2010.0,,,0,not_indexed,,,0.0,2010.0,search_pub_year
P00156555,missing_target_year,STRATEGY 21,2004.0,,,0,review,,,0.0,2004.0,search_pub_year
P00157212,missing_target_year,국방연구,2002.0,,,0,not_indexed,,,0.0,2002.0,search_pub_year
P00158376,missing_target_year,슬라브학보,,,,0,not_indexed,,,0.0,,
P00159054,missing_target_year,시대정신,,,,0,not_indexed,,,0.0,,
P00159262,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00159839,missing_target_year,라깡과 현대정신분석,2006.0,,,1,matched,2006.0,2.0,1.0,2006.0,search_pub_year
P00160458,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00160686,missing_target_year,2006a,,,,0,not_indexed,,,0.0,,
P00160734,missing_target_year,2006b,,,,0,not_indexed,,,0.0,,
P00160930,missing_target_year,2006a,,,,0,not_indexed,,,0.0,,
P00160931,missing_target_year,2006b,,,,1,matched,2006.0,17.0,1.0,2006.0,google_scholar_year
P00161028,missing_target_year,www.freedomhouse.org),,,,0,not_indexed,,,0.0,,
P00161029,missing_target_year,www.kof.ethz.ch),,,,0,not_indexed,,,0.0,,
P00161030,missing_target_year,www.transparency.org),,,,0,not_indexed,,,0.0,,
P00161049,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00161050,missing_target_year,19691964년5월15일,,,,0,not_indexed,,,0.0,,
P00161051,missing_target_year,19801953년8월5일,,,,0,not_indexed,,,0.0,,
P00161052,missing_target_year,19811959년1월5일,,,,0,not_indexed,,,0.0,,
P00161053,missing_target_year,19811961년11월16일,,,,0,not_indexed,,,0.0,,
P00161054,missing_target_year,19821964년6월26일,,,,0,not_indexed,,,0.0,,
P00161055,missing_target_year,19831968년10월11일,,,,0,not_indexed,,,0.0,,
P00161057,missing_target_year,19841971년12월14일,,,,0,not_indexed,,,0.0,,
P00161068,missing_target_year,2004(a),,,,0,not_indexed,,,0.0,,
P00161069,missing_target_year,2004(b),,,,0,review,,,0.0,,
P00161079,missing_target_year,2001.2.25,2013.0,,,0,not_indexed,,,0.0,2013.0,search_pub_year
P00161080,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00161085,missing_target_year,2006.3.10,2006.0,,,0,not_indexed,,,0.0,2006.0,search_pub_year
P00161092,missing_target_year,2001.2.25,2002.0,,,0,not_indexed,,,0.0,2002.0,search_pub_year
P00161093,missing_target_year,2007.4.27,,,,0,not_indexed,,,0.0,,
P00161126,missing_target_year,2007.7.10,,,,0,not_indexed,,,0.0,,
P00161127,missing_target_year,2006.8.25,,,,0,not_indexed,,,0.0,,
P00161130,missing_target_year,2006.10.14,2026.0,,,0,not_indexed,,,0.0,,
P00161131,missing_target_year,2003.2.25,,,,0,not_indexed,,,0.0,,
P00161133,missing_target_year,2003.2.10,,,,0,not_indexed,,,0.0,,
P00161143,missing_target_year,2007.5.2,,,,0,not_indexed,,,0.0,,
P00161158,missing_target_year,2007.7.25,,,,0,not_indexed,,,0.0,,
P00161159,missing_target_year,2007.9.9,,,,0,not_indexed,,,0.0,,
P00161160,missing_target_year,2007.9.11,,,,0,not_indexed,,,0.0,,
P00161161,missing_target_year,2007.7.25,,,,0,not_indexed,,,0.0,,
P00161162,missing_target_year,2007.9.28,2012.0,,,1,matched,2012.0,1.0,1.0,2012.0,search_pub_year
P00161163,missing_target_year,2007.9.28,,,,0,not_indexed,,,0.0,,
P00161172,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00161173,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00161176,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00161177,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00092450,missing_target_year,2001a,,,,0,not_indexed,,,0.0,,
P00161184,missing_target_year,2001b,,,,1,matched,2001.0,14.0,1.0,2001.0,google_scholar_year
P00161189,missing_target_year,윤형섭김영래.1989.,,,,0,not_indexed,,,0.0,,
P00161190,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00161191,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00161195,missing_target_year,2006a,2006.0,,,1,matched,2006.0,8.0,1.0,2006.0,search_pub_year
P00161348,missing_target_year,2004년11월,,,,0,not_indexed,,,0.0,,
P00161350,missing_target_year,2004년11월,,,,0,not_indexed,,,0.0,,
P00161360,missing_target_year,www.maf.go.kr,,,,0,not_indexed,,,0.0,,
P00161361,missing_target_year,www.maff.go.jp,,,,0,not_indexed,,,0.0,,
P00161362,missing_target_year,www.mofat.go.kr,,,,0,not_indexed,,,0.0,,
P00161363,missing_target_year,www.knrda.go.kr,,,,0,not_indexed,,,0.0,,
P00161364,missing_target_year,www.krei.re.kr,,,,0,not_indexed,,,0.0,,
P00161368,missing_target_year,2004(a),,,,0,not_indexed,,,0.0,,
P00161376,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00161401,missing_target_year,,2006.0,,,0,not_indexed,,,0.0,2006.0,search_pub_year
P00161405,missing_target_year,2004a,,,,0,not_indexed,,,0.0,,
P00161406,missing_target_year,2004b,2004.0,2004.0,N,1,matched,2004.0,4.0,1.0,2004.0,kci_pub_year
P00161565,missing_target_year,2005a,,,,0,not_indexed,,,0.0,,
P00161566,missing_target_year,2005b,,,,0,not_indexed,,,0.0,,
P00161580,missing_target_year,19941990,,,,0,not_indexed,,,0.0,,
P00161675,missing_target_year,2004년5월,,,,0,not_indexed,,,0.0,,
P00088536,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00161863,missing_target_year,20034월,,,,0,not_indexed,,,0.0,,
P00161865,missing_target_year,"1988,5월",,,,0,not_indexed,,,0.0,,
P00161867,missing_target_year,19986월,,,,0,not_indexed,,,0.0,,
P00161878,missing_target_year,"2002,12월",,,,0,not_indexed,,,0.0,,
P00161881,missing_target_year,20018월,,,,0,not_indexed,,,0.0,,
P00161882,missing_target_year,19998월,,,,0,not_indexed,,,0.0,,
P00161883,missing_target_year,200112월,,,,0,not_indexed,,,0.0,,
P00161884,missing_target_year,20029월,,,,0,not_indexed,,,0.0,,
P00161938,missing_target_year,,2022.0,,,0,not_indexed,,,0.0,2022.0,search_pub_year
P00162007,missing_target_year,2002여름,,,,0,not_indexed,,,0.0,,
P00162008,missing_target_year,2003여름,,,,0,not_indexed,,,0.0,,
P00162080,missing_target_year,2000년겨울,,,,1,matched,2000.0,1.0,1.0,2000.0,google_scholar_year
P00162156,missing_target_year,,,,,1,matched,2003.0,1.0,1.0,2003.0,google_scholar_year
P00162180,missing_target_year,1960년대1984,,,,0,not_indexed,,,0.0,,
P00162213,missing_target_year,,2016.0,,,0,not_indexed,,,0.0,2016.0,search_pub_year
P00162217,missing_target_year,한국현대정치1945-19481993,,,,0,not_indexed,,,0.0,,
P00162220,missing_target_year,2001a,,,,0,not_indexed,,,0.0,,
P00162221,missing_target_year,2001b,,,,0,not_indexed,,,0.0,,
P00162268,missing_target_year,,2007.0,,,0,not_indexed,,,0.0,2007.0,search_pub_year
P00018682,missing_target_year,2000년,,,,1,matched,2001.0,6.0,1.0,2001.0,google_scholar_year
P00162391,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00162392,missing_target_year,19671962-1966,,,,0,not_indexed,,,0.0,,
P00162393,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00162394,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00162395,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00162445,missing_target_year,,2012.0,,,0,not_indexed,,,0.0,2012.0,search_pub_year
P00162446,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00162477,missing_target_year,2003a,,,,0,not_indexed,,,0.0,,
P00162497,missing_target_year,19911991,,,,0,not_indexed,,,0.0,,
P00162506,missing_target_year,1999a,,,,0,not_indexed,,,0.0,,
P00162507,missing_target_year,1999b,,,,0,not_indexed,,,0.0,,
P00162571,missing_target_year,2002a,,,,0,not_indexed,,,0.0,,
P00162572,missing_target_year,19),,,,0,not_indexed,,,0.0,,
P00162625,missing_target_year,2004년,,,,0,not_indexed,,,0.0,,
P00057605,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00162700,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00162701,missing_target_year,19581958,,,,0,not_indexed,,,0.0,,
P00162703,missing_target_year,19871844economicandphilosophicalmanuscripts1844,,,,0,not_indexed,,,0.0,,
P00162704,missing_target_year,19641846,,,,0,not_indexed,,,0.0,,
P00162705,missing_target_year,19731857,,,,0,not_indexed,,,0.0,,
P00162706,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00162718,missing_target_year,19911995,,,,0,not_indexed,,,0.0,,
P00162721,missing_target_year,19941994,,,,0,not_indexed,,,0.0,,
P00162723,missing_target_year,19681988,,,,0,not_indexed,,,0.0,,
P00162724,missing_target_year,19821992,,,,0,not_indexed,,,0.0,,
P00162729,missing_target_year,19881993,1993.0,,,0,review,,,0.0,1993.0,search_pub_year
P00162740,missing_target_year,1999년12월,,,,0,not_indexed,,,0.0,,
P00162744,missing_target_year,_1992,,,,0,not_indexed,,,0.0,,
P00162755,missing_target_year,2001년9월,,,,0,not_indexed,,,0.0,,
P00162760,missing_target_year,2001a,,,,1,matched,2001.0,4.0,1.0,2001.0,google_scholar_year
P00162778,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00162782,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00162815,missing_target_year,2004년7월,2006.0,,,0,not_indexed,,,0.0,2006.0,search_pub_year
P00162902,missing_target_year,en.wikipedia.org,,,,0,not_indexed,,,0.0,,
P00162904,missing_target_year,2005년6월,,,,0,not_indexed,,,0.0,,
P00163031,missing_target_year,박경산.1992.&#65378;,,,,0,not_indexed,,,0.0,,
P00163033,missing_target_year,정진영.1992.&#65378;,,,,0,not_indexed,,,0.0,,
P00091362,missing_target_year,,2016.0,,,0,not_indexed,,,0.0,2016.0,search_pub_year
P00163061,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163106,missing_target_year,19861980-85년,,,,0,not_indexed,,,0.0,,
P00163109,missing_target_year,19861980-1985년,,,,0,not_indexed,,,0.0,,
P00163110,missing_target_year,19861975-1979년,,,,0,not_indexed,,,0.0,,
P00163152,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163163,missing_target_year,.1991.,,,,0,not_indexed,,,0.0,,
P00163171,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163188,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163191,missing_target_year,2003a,,,,0,not_indexed,,,0.0,,
P00163192,missing_target_year,2003b,,,,0,not_indexed,,,0.0,,
P00163198,missing_target_year,2005년3월,,,,0,not_indexed,,,0.0,,
P00163257,missing_target_year,www.kinds.or.kr,,,,0,not_indexed,,,0.0,,
P00163258,missing_target_year,www.redcross.or.kr,,,,0,not_indexed,,,0.0,,
P00163259,missing_target_year,www.nec.go.kr (검색일 : 2006년 7월 5일),,,,0,not_indexed,,,0.0,,
P00163260,missing_target_year,kosis.nso.go.kr,,,,0,not_indexed,,,0.0,,
P00163261,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163540,missing_target_year,,2005.0,2005.0,N,1,matched,2005.0,1.0,1.0,2005.0,kci_pub_year
P00163541,missing_target_year,2004년9월,,,,1,matched,2004.0,1.0,1.0,2004.0,google_scholar_year
P00163632,missing_target_year,1997a,,,,0,not_indexed,,,0.0,,
P00163633,missing_target_year,1997b,,,,0,not_indexed,,,0.0,,
P00163649,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163651,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163653,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163654,missing_target_year,박성수.1993.『한국독립운동사자료집,1998.0,,,1,matched,1998.0,,1.0,1998.0,search_pub_year
P00163655,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163658,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163659,missing_target_year,서중석.1992.&#65378;,,,,0,not_indexed,,,0.0,,
P00163663,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163664,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163665,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163666,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163667,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163669,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163688,missing_target_year,2007.4.30,2008.0,,,0,not_indexed,,,0.0,2008.0,search_pub_year
P00163690,missing_target_year,2007.4.5,,,,0,not_indexed,,,0.0,,
P00163691,missing_target_year,2007.4.11,,,,0,not_indexed,,,0.0,,
P00163703,missing_target_year,2007.6.12,2006.0,,,0,not_indexed,,,0.0,2006.0,search_pub_year
P00163710,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163771,missing_target_year,2007.8.10,,,,0,not_indexed,,,0.0,,
P00163772,missing_target_year,2006.1.4,,,,0,not_indexed,,,0.0,,
P00163773,missing_target_year,2006.9.27,,,,0,not_indexed,,,0.0,,
P00163774,missing_target_year,2006.12.25,,,,0,not_indexed,,,0.0,,
P00163810,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163814,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00163831,missing_target_year,2006.11.2,,,,0,not_indexed,,,0.0,,
P00137514,missing_target_year,2006.11.2,,,,0,not_indexed,,,0.0,,
P00163838,missing_target_year,2006.11.2,,,,0,review,,,0.0,,
P00163841,missing_target_year,2006.11.2,,,,0,not_indexed,,,0.0,,
P00137513,missing_target_year,2006.11.2,,,,0,review,,,0.0,,
P00163846,missing_target_year,2005.11.2,,,,0,review,,,0.0,,
P00163854,missing_target_year,2006.11.2,,,,0,not_indexed,,,0.0,,
P00163855,missing_target_year,2006.11.2,,,,0,not_indexed,,,0.0,,
