paper_uid_after_direct_w,cohort,target_year,target_topic,partial,eng_cite_count,Y_jc,obs_start,obs_end,age_jc,age_bin,N_topic_jc,ln_offset
P00174334,C1,2005.0,4,1,0,0,2005.0,2009,2.0,0-2,1,0.6931471805599453
P00174334,C2,2005.0,4,0,0,0,2010.0,2014,7.0,6-10,5,1.791759469228055
P00174334,C3,2005.0,4,0,0,0,2015.0,2019,12.0,11+,12,2.5649493574615367
P00174334,C4,2005.0,4,0,0,0,2020.0,2024,17.0,11+,5,1.791759469228055
P00174335,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00174335,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00174335,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00174335,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00174336,C1,1992.0,0,1,0,0,1992.0,2009,8.5,6-10,17,2.8903717578961645
P00174336,C2,1992.0,0,0,0,0,2010.0,2014,20.0,11+,47,3.871201010907891
P00174336,C3,1992.0,0,0,0,0,2015.0,2019,25.0,11+,59,4.0943445622221
P00174336,C4,1992.0,0,0,0,0,2020.0,2024,30.0,11+,61,4.127134385045092
P00174337,C1,1995.0,10,1,0,0,1995.0,2009,7.0,6-10,0,0.0
P00174337,C2,1995.0,10,0,0,0,2010.0,2014,17.0,11+,0,0.0
P00174337,C3,1995.0,10,0,0,0,2015.0,2019,22.0,11+,0,0.0
P00174337,C4,1995.0,10,0,0,0,2020.0,2024,27.0,11+,0,0.0
P00174338,C1,2001.0,0,1,0,0,2001.0,2009,4.0,3-5,16,2.833213344056216
P00174338,C2,2001.0,0,0,0,0,2010.0,2014,11.0,11+,47,3.871201010907891
P00174338,C3,2001.0,0,0,0,0,2015.0,2019,16.0,11+,59,4.0943445622221
P00174338,C4,2001.0,0,0,0,0,2020.0,2024,21.0,11+,61,4.127134385045092
P00174361,C1,2003.0,0,1,0,0,2003.0,2009,3.0,3-5,16,2.833213344056216
P00174361,C2,2003.0,0,0,0,0,2010.0,2014,9.0,6-10,47,3.871201010907891
P00174361,C3,2003.0,0,0,0,0,2015.0,2019,14.0,11+,59,4.0943445622221
P00174361,C4,2003.0,0,0,0,0,2020.0,2024,19.0,11+,61,4.127134385045092
P00174362,C1,1999.0,0,1,0,0,1999.0,2009,5.0,3-5,17,2.8903717578961645
P00174362,C2,1999.0,0,0,0,0,2010.0,2014,13.0,11+,47,3.871201010907891
P00174362,C3,1999.0,0,0,0,0,2015.0,2019,18.0,11+,59,4.0943445622221
P00174362,C4,1999.0,0,0,0,0,2020.0,2024,23.0,11+,61,4.127134385045092
P00174363,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174363,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174363,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174363,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174364,C1,2003.0,0,1,0,0,2003.0,2009,3.0,3-5,16,2.833213344056216
P00174364,C2,2003.0,0,0,0,0,2010.0,2014,9.0,6-10,47,3.871201010907891
P00174364,C3,2003.0,0,0,0,0,2015.0,2019,14.0,11+,59,4.0943445622221
P00174364,C4,2003.0,0,0,0,0,2020.0,2024,19.0,11+,61,4.127134385045092
P00174365,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174365,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174365,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174365,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174366,C1,2001.0,8,1,0,0,2001.0,2009,4.0,3-5,0,0.0
P00174366,C2,2001.0,8,0,0,0,2010.0,2014,11.0,11+,3,1.3862943611198906
P00174366,C3,2001.0,8,0,0,0,2015.0,2019,16.0,11+,0,0.0
P00174366,C4,2001.0,8,0,0,0,2020.0,2024,21.0,11+,1,0.6931471805599453
P00174367,C1,2004.0,8,1,0,0,2004.0,2009,2.5,3-5,0,0.0
P00174367,C2,2004.0,8,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00174367,C3,2004.0,8,0,0,0,2015.0,2019,13.0,11+,0,0.0
P00174367,C4,2004.0,8,0,0,0,2020.0,2024,18.0,11+,1,0.6931471805599453
P00174368,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174368,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174368,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174368,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174369,C1,2003.0,0,1,0,0,2003.0,2009,3.0,3-5,16,2.833213344056216
P00174369,C2,2003.0,0,0,0,0,2010.0,2014,9.0,6-10,47,3.871201010907891
P00174369,C3,2003.0,0,0,0,0,2015.0,2019,14.0,11+,59,4.0943445622221
P00174369,C4,2003.0,0,0,0,0,2020.0,2024,19.0,11+,61,4.127134385045092
P00174370,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174370,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174370,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174370,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174371,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174371,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174371,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174371,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174372,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174372,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174372,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174372,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174373,C1,2004.0,8,1,0,0,2004.0,2009,2.5,3-5,0,0.0
P00174373,C2,2004.0,8,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00174373,C3,2004.0,8,0,0,0,2015.0,2019,13.0,11+,0,0.0
P00174373,C4,2004.0,8,0,0,0,2020.0,2024,18.0,11+,1,0.6931471805599453
P00174374,C1,2004.0,1,1,0,0,2004.0,2009,2.5,3-5,2,1.0986122886681098
P00174374,C2,2004.0,1,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00174374,C3,2004.0,1,0,0,0,2015.0,2019,13.0,11+,4,1.6094379124341003
P00174374,C4,2004.0,1,0,0,0,2020.0,2024,18.0,11+,9,2.302585092994046
P00174375,C1,1999.0,0,1,0,0,1999.0,2009,5.0,3-5,17,2.8903717578961645
P00174375,C2,1999.0,0,0,0,0,2010.0,2014,13.0,11+,47,3.871201010907891
P00174375,C3,1999.0,0,0,0,0,2015.0,2019,18.0,11+,59,4.0943445622221
P00174375,C4,1999.0,0,0,0,0,2020.0,2024,23.0,11+,61,4.127134385045092
P00174376,C1,1998.0,0,1,0,0,1998.0,2009,5.5,6-10,17,2.8903717578961645
P00174376,C2,1998.0,0,0,0,0,2010.0,2014,14.0,11+,47,3.871201010907891
P00174376,C3,1998.0,0,0,0,0,2015.0,2019,19.0,11+,59,4.0943445622221
P00174376,C4,1998.0,0,0,0,0,2020.0,2024,24.0,11+,61,4.127134385045092
P00174377,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174377,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174377,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174377,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174378,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174378,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174378,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174378,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174379,C1,2003.0,0,1,0,0,2003.0,2009,3.0,3-5,16,2.833213344056216
P00174379,C2,2003.0,0,0,0,0,2010.0,2014,9.0,6-10,47,3.871201010907891
P00174379,C3,2003.0,0,0,0,0,2015.0,2019,14.0,11+,59,4.0943445622221
P00174379,C4,2003.0,0,0,0,0,2020.0,2024,19.0,11+,61,4.127134385045092
P00174380,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174380,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174380,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174380,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174381,C1,2002.0,0,1,0,0,2002.0,2009,3.5,3-5,16,2.833213344056216
P00174381,C2,2002.0,0,0,0,0,2010.0,2014,10.0,6-10,47,3.871201010907891
P00174381,C3,2002.0,0,0,0,0,2015.0,2019,15.0,11+,59,4.0943445622221
P00174381,C4,2002.0,0,0,0,0,2020.0,2024,20.0,11+,61,4.127134385045092
P00174382,C1,2003.0,0,1,0,0,2003.0,2009,3.0,3-5,16,2.833213344056216
P00174382,C2,2003.0,0,0,0,0,2010.0,2014,9.0,6-10,47,3.871201010907891
P00174382,C3,2003.0,0,0,0,0,2015.0,2019,14.0,11+,59,4.0943445622221
P00174382,C4,2003.0,0,0,0,0,2020.0,2024,19.0,11+,61,4.127134385045092
P00174383,C1,2002.0,0,1,0,0,2002.0,2009,3.5,3-5,16,2.833213344056216
P00174383,C2,2002.0,0,0,0,0,2010.0,2014,10.0,6-10,47,3.871201010907891
P00174383,C3,2002.0,0,0,0,0,2015.0,2019,15.0,11+,59,4.0943445622221
P00174383,C4,2002.0,0,0,0,0,2020.0,2024,20.0,11+,61,4.127134385045092
P00174384,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174384,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174384,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174384,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174385,C1,1997.0,1,1,0,0,1997.0,2009,6.0,6-10,2,1.0986122886681098
P00174385,C2,1997.0,1,0,0,0,2010.0,2014,15.0,11+,3,1.3862943611198906
P00174385,C3,1997.0,1,0,0,0,2015.0,2019,20.0,11+,4,1.6094379124341003
P00174385,C4,1997.0,1,0,0,0,2020.0,2024,25.0,11+,9,2.302585092994046
P00174386,C1,2004.0,31,1,0,0,2004.0,2009,2.5,3-5,0,0.0
P00174386,C2,2004.0,31,0,0,0,2010.0,2014,8.0,6-10,0,0.0
P00174386,C3,2004.0,31,0,0,0,2015.0,2019,13.0,11+,0,0.0
P00174386,C4,2004.0,31,0,0,0,2020.0,2024,18.0,11+,0,0.0
P00174387,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00174387,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00174387,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00174387,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00174388,C1,2000.0,0,1,0,0,2000.0,2009,4.5,3-5,17,2.8903717578961645
P00174388,C2,2000.0,0,0,0,0,2010.0,2014,12.0,11+,47,3.871201010907891
P00174388,C3,2000.0,0,0,0,0,2015.0,2019,17.0,11+,59,4.0943445622221
P00174388,C4,2000.0,0,0,0,0,2020.0,2024,22.0,11+,61,4.127134385045092
P00174389,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174389,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174389,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174389,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174390,C1,1999.0,0,1,0,0,1999.0,2009,5.0,3-5,17,2.8903717578961645
P00174390,C2,1999.0,0,0,0,0,2010.0,2014,13.0,11+,47,3.871201010907891
P00174390,C3,1999.0,0,0,0,0,2015.0,2019,18.0,11+,59,4.0943445622221
P00174390,C4,1999.0,0,0,0,0,2020.0,2024,23.0,11+,61,4.127134385045092
P00174391,C1,2002.0,31,1,0,0,2002.0,2009,3.5,3-5,0,0.0
P00174391,C2,2002.0,31,0,0,0,2010.0,2014,10.0,6-10,0,0.0
P00174391,C3,2002.0,31,0,0,0,2015.0,2019,15.0,11+,0,0.0
P00174391,C4,2002.0,31,0,0,0,2020.0,2024,20.0,11+,0,0.0
P00174392,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174392,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174392,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174392,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174393,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174393,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174393,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174393,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174394,C1,2003.0,0,1,0,0,2003.0,2009,3.0,3-5,16,2.833213344056216
P00174394,C2,2003.0,0,0,0,0,2010.0,2014,9.0,6-10,47,3.871201010907891
P00174394,C3,2003.0,0,0,0,0,2015.0,2019,14.0,11+,59,4.0943445622221
P00174394,C4,2003.0,0,0,0,0,2020.0,2024,19.0,11+,61,4.127134385045092
P00174395,C1,2002.0,0,1,0,0,2002.0,2009,3.5,3-5,16,2.833213344056216
P00174395,C2,2002.0,0,0,0,0,2010.0,2014,10.0,6-10,47,3.871201010907891
P00174395,C3,2002.0,0,0,0,0,2015.0,2019,15.0,11+,59,4.0943445622221
P00174395,C4,2002.0,0,0,0,0,2020.0,2024,20.0,11+,61,4.127134385045092
P00174396,C1,2002.0,0,1,0,0,2002.0,2009,3.5,3-5,16,2.833213344056216
P00174396,C2,2002.0,0,0,0,0,2010.0,2014,10.0,6-10,47,3.871201010907891
P00174396,C3,2002.0,0,0,0,0,2015.0,2019,15.0,11+,59,4.0943445622221
P00174396,C4,2002.0,0,0,0,0,2020.0,2024,20.0,11+,61,4.127134385045092
P00174397,C1,1999.0,-1,1,0,0,1999.0,2009,5.0,3-5,7,2.0794415416798357
P00174397,C2,1999.0,-1,0,0,0,2010.0,2014,13.0,11+,57,4.060443010546419
P00174397,C3,1999.0,-1,0,0,0,2015.0,2019,18.0,11+,66,4.204692619390966
P00174397,C4,1999.0,-1,0,0,0,2020.0,2024,23.0,11+,79,4.382026634673881
P00174398,C1,2004.0,6,1,0,0,2004.0,2009,2.5,3-5,0,0.0
P00174398,C2,2004.0,6,0,0,0,2010.0,2014,8.0,6-10,0,0.0
P00174398,C3,2004.0,6,0,0,0,2015.0,2019,13.0,11+,2,1.0986122886681098
P00174398,C4,2004.0,6,0,0,0,2020.0,2024,18.0,11+,1,0.6931471805599453
P00174399,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00174399,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00174399,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00174399,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00174400,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174400,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174400,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174400,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174401,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174401,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174401,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174401,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174404,C1,2003.0,0,1,0,0,2003.0,2009,3.0,3-5,16,2.833213344056216
P00174404,C2,2003.0,0,0,0,0,2010.0,2014,9.0,6-10,47,3.871201010907891
P00174404,C3,2003.0,0,0,0,0,2015.0,2019,14.0,11+,59,4.0943445622221
P00174404,C4,2003.0,0,0,0,0,2020.0,2024,19.0,11+,61,4.127134385045092
P00174406,C1,2001.0,31,1,0,0,2001.0,2009,4.0,3-5,0,0.0
P00174406,C2,2001.0,31,0,0,0,2010.0,2014,11.0,11+,0,0.0
P00174406,C3,2001.0,31,0,0,0,2015.0,2019,16.0,11+,0,0.0
P00174406,C4,2001.0,31,0,0,0,2020.0,2024,21.0,11+,0,0.0
P00174407,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00174407,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00174407,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00174407,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00174452,C1,2000.0,1,1,0,0,2000.0,2009,4.5,3-5,2,1.0986122886681098
P00174452,C2,2000.0,1,0,0,0,2010.0,2014,12.0,11+,3,1.3862943611198906
P00174452,C3,2000.0,1,0,0,0,2015.0,2019,17.0,11+,4,1.6094379124341003
P00174452,C4,2000.0,1,0,0,0,2020.0,2024,22.0,11+,9,2.302585092994046
P00174454,C1,2000.0,1,1,0,0,2000.0,2009,4.5,3-5,2,1.0986122886681098
P00174454,C2,2000.0,1,0,0,0,2010.0,2014,12.0,11+,3,1.3862943611198906
P00174454,C3,2000.0,1,0,0,0,2015.0,2019,17.0,11+,4,1.6094379124341003
P00174454,C4,2000.0,1,0,0,0,2020.0,2024,22.0,11+,9,2.302585092994046
P00174476,C1,2003.0,7,1,0,0,2003.0,2009,3.0,3-5,3,1.3862943611198906
P00174476,C2,2003.0,7,0,0,0,2010.0,2014,9.0,6-10,13,2.6390573296152584
P00174476,C3,2003.0,7,0,0,0,2015.0,2019,14.0,11+,14,2.70805020110221
P00174476,C4,2003.0,7,0,0,0,2020.0,2024,19.0,11+,9,2.302585092994046
P00174477,C1,1999.0,0,1,0,0,1999.0,2009,5.0,3-5,17,2.8903717578961645
P00174477,C2,1999.0,0,0,0,0,2010.0,2014,13.0,11+,47,3.871201010907891
P00174477,C3,1999.0,0,0,0,0,2015.0,2019,18.0,11+,59,4.0943445622221
P00174477,C4,1999.0,0,0,0,0,2020.0,2024,23.0,11+,61,4.127134385045092
P00174478,C1,2004.0,7,1,0,0,2004.0,2009,2.5,3-5,3,1.3862943611198906
P00174478,C2,2004.0,7,0,0,0,2010.0,2014,8.0,6-10,13,2.6390573296152584
P00174478,C3,2004.0,7,0,0,0,2015.0,2019,13.0,11+,14,2.70805020110221
P00174478,C4,2004.0,7,0,0,0,2020.0,2024,18.0,11+,9,2.302585092994046
P00174480,C1,2004.0,7,1,0,0,2004.0,2009,2.5,3-5,3,1.3862943611198906
P00174480,C2,2004.0,7,0,0,0,2010.0,2014,8.0,6-10,13,2.6390573296152584
P00174480,C3,2004.0,7,0,0,0,2015.0,2019,13.0,11+,14,2.70805020110221
P00174480,C4,2004.0,7,0,0,0,2020.0,2024,18.0,11+,9,2.302585092994046
P00174481,C1,2004.0,7,1,0,0,2004.0,2009,2.5,3-5,3,1.3862943611198906
P00174481,C2,2004.0,7,0,0,0,2010.0,2014,8.0,6-10,13,2.6390573296152584
P00174481,C3,2004.0,7,0,0,0,2015.0,2019,13.0,11+,14,2.70805020110221
P00174481,C4,2004.0,7,0,0,0,2020.0,2024,18.0,11+,9,2.302585092994046
P00174483,C1,2003.1,22,1,0,0,2003.1,2009,2.9500000000000455,3-5,0,0.0
P00174483,C2,2003.1,22,0,0,0,2010.0,2014,8.900000000000091,6-10,3,1.3862943611198906
P00174483,C3,2003.1,22,0,0,0,2015.0,2019,13.900000000000091,11+,3,1.3862943611198906
P00174483,C4,2003.1,22,0,0,0,2020.0,2024,18.90000000000009,11+,0,0.0
P00174484,C1,2003.0,12,1,0,0,2003.0,2009,3.0,3-5,2,1.0986122886681098
P00174484,C2,2003.0,12,0,0,0,2010.0,2014,9.0,6-10,1,0.6931471805599453
P00174484,C3,2003.0,12,0,0,0,2015.0,2019,14.0,11+,2,1.0986122886681098
P00174484,C4,2003.0,12,0,0,0,2020.0,2024,19.0,11+,2,1.0986122886681098
P00174485,C1,2004.0,22,1,0,0,2004.0,2009,2.5,3-5,0,0.0
P00174485,C2,2004.0,22,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00174485,C3,2004.0,22,0,0,0,2015.0,2019,13.0,11+,3,1.3862943611198906
P00174485,C4,2004.0,22,0,0,0,2020.0,2024,18.0,11+,0,0.0
P00174486,C1,2004.0,22,1,0,0,2004.0,2009,2.5,3-5,0,0.0
P00174486,C2,2004.0,22,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00174486,C3,2004.0,22,0,0,0,2015.0,2019,13.0,11+,3,1.3862943611198906
P00174486,C4,2004.0,22,0,0,0,2020.0,2024,18.0,11+,0,0.0
P00174488,C1,2002.0,0,1,0,0,2002.0,2009,3.5,3-5,16,2.833213344056216
P00174488,C2,2002.0,0,0,0,0,2010.0,2014,10.0,6-10,47,3.871201010907891
P00174488,C3,2002.0,0,0,0,0,2015.0,2019,15.0,11+,59,4.0943445622221
P00174488,C4,2002.0,0,0,0,0,2020.0,2024,20.0,11+,61,4.127134385045092
P00174489,C1,2004.0,7,1,0,0,2004.0,2009,2.5,3-5,3,1.3862943611198906
P00174489,C2,2004.0,7,0,0,0,2010.0,2014,8.0,6-10,13,2.6390573296152584
P00174489,C3,2004.0,7,0,0,0,2015.0,2019,13.0,11+,14,2.70805020110221
P00174489,C4,2004.0,7,0,0,0,2020.0,2024,18.0,11+,9,2.302585092994046
P00174490,C1,2003.0,7,1,0,0,2003.0,2009,3.0,3-5,3,1.3862943611198906
P00174490,C2,2003.0,7,0,0,0,2010.0,2014,9.0,6-10,13,2.6390573296152584
P00174490,C3,2003.0,7,0,0,0,2015.0,2019,14.0,11+,14,2.70805020110221
P00174490,C4,2003.0,7,0,0,0,2020.0,2024,19.0,11+,9,2.302585092994046
P00174491,C1,2003.0,7,1,0,0,2003.0,2009,3.0,3-5,3,1.3862943611198906
P00174491,C2,2003.0,7,0,0,0,2010.0,2014,9.0,6-10,13,2.6390573296152584
P00174491,C3,2003.0,7,0,0,0,2015.0,2019,14.0,11+,14,2.70805020110221
P00174491,C4,2003.0,7,0,0,0,2020.0,2024,19.0,11+,9,2.302585092994046
P00174493,C1,2001.0,7,1,0,0,2001.0,2009,4.0,3-5,3,1.3862943611198906
P00174493,C2,2001.0,7,0,0,0,2010.0,2014,11.0,11+,13,2.6390573296152584
P00174493,C3,2001.0,7,0,0,0,2015.0,2019,16.0,11+,14,2.70805020110221
P00174493,C4,2001.0,7,0,0,0,2020.0,2024,21.0,11+,9,2.302585092994046
P00174494,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00174494,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00174494,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00174494,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00174495,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00174495,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00174495,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00174495,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00174501,C1,2004.0,7,1,0,0,2004.0,2009,2.5,3-5,3,1.3862943611198906
P00174501,C2,2004.0,7,0,0,0,2010.0,2014,8.0,6-10,13,2.6390573296152584
P00174501,C3,2004.0,7,0,0,0,2015.0,2019,13.0,11+,14,2.70805020110221
P00174501,C4,2004.0,7,0,0,0,2020.0,2024,18.0,11+,9,2.302585092994046
P00174581,C1,1999.0,-1,1,0,0,1999.0,2009,5.0,3-5,7,2.0794415416798357
P00174581,C2,1999.0,-1,0,0,0,2010.0,2014,13.0,11+,57,4.060443010546419
P00174581,C3,1999.0,-1,0,0,0,2015.0,2019,18.0,11+,66,4.204692619390966
P00174581,C4,1999.0,-1,0,0,0,2020.0,2024,23.0,11+,79,4.382026634673881
P00174596,C1,2004.0,9,1,0,0,2004.0,2009,2.5,3-5,0,0.0
P00174596,C2,2004.0,9,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00174596,C3,2004.0,9,0,0,0,2015.0,2019,13.0,11+,5,1.791759469228055
P00174596,C4,2004.0,9,0,0,0,2020.0,2024,18.0,11+,5,1.791759469228055
P00174597,C1,1979.0,12,1,0,0,1979.0,2009,15.0,11+,2,1.0986122886681098
P00174597,C2,1979.0,12,0,0,0,2010.0,2014,33.0,11+,1,0.6931471805599453
P00174597,C3,1979.0,12,0,0,0,2015.0,2019,38.0,11+,2,1.0986122886681098
P00174597,C4,1979.0,12,0,0,0,2020.0,2024,43.0,11+,2,1.0986122886681098
P00174598,C1,2004.0,9,1,0,0,2004.0,2009,2.5,3-5,0,0.0
P00174598,C2,2004.0,9,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00174598,C3,2004.0,9,0,0,0,2015.0,2019,13.0,11+,5,1.791759469228055
P00174598,C4,2004.0,9,0,0,0,2020.0,2024,18.0,11+,5,1.791759469228055
P00174599,C1,2000.0,9,1,0,0,2000.0,2009,4.5,3-5,0,0.0
P00174599,C2,2000.0,9,0,0,0,2010.0,2014,12.0,11+,3,1.3862943611198906
P00174599,C3,2000.0,9,0,0,0,2015.0,2019,17.0,11+,5,1.791759469228055
P00174599,C4,2000.0,9,0,0,0,2020.0,2024,22.0,11+,5,1.791759469228055
P00174600,C1,2001.0,9,1,0,0,2001.0,2009,4.0,3-5,0,0.0
P00174600,C2,2001.0,9,0,0,0,2010.0,2014,11.0,11+,3,1.3862943611198906
P00174600,C3,2001.0,9,0,0,0,2015.0,2019,16.0,11+,5,1.791759469228055
P00174600,C4,2001.0,9,0,0,0,2020.0,2024,21.0,11+,5,1.791759469228055
P00174601,C1,2004.0,1,1,0,0,2004.0,2009,2.5,3-5,2,1.0986122886681098
P00174601,C2,2004.0,1,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00174601,C3,2004.0,1,0,0,0,2015.0,2019,13.0,11+,4,1.6094379124341003
P00174601,C4,2004.0,1,0,0,0,2020.0,2024,18.0,11+,9,2.302585092994046
