paper_uid_after_direct_w,ref_title,ref_author,ref_publisher_or_journal,ref_year
P00002832,네트워크로 보는 중견국 외교전략: 구조적 공백과 위치권력 이론의 원용,김상배,국제정치논총,2011
P00169035,소셜 미디어와 공공외교: 행위자-네트워크 이론으로 보는 미국의 전략,김상배,국제정치논총,2012
P00009286,한국의 네트워크 외교전략: 행위자-네트워크 이론의 원용,김상배,국가전략,2011
P00246090,네트워크론의 이론지형과 실천적 함의,김석현,동향과 전망,2012
P00009287,네트워크 이론으로 본 미-중 자유무역협정(FTA) 경쟁,김치욱,국제정치논총,2012
P00246091,미중관계와 아시아 투자 거버넌스의 동학,김치욱,한국정치학회보,2012
P00119624,경제적ㆍ군사적 협력이 군사분쟁에 미치는 영향: 네트워크 관점을 활용하여,김형민,국제정치논총,2012
P00069999,2012년 미국 대통령 선거와 오바마 행정부의 외교안보정책 전망,마상윤,국제정치논총,2012
P00008835,오바마 행정부의 안보전략과 한미동맹:  현실주의 역외균형론을 넘어서,마상윤,국가전략,2010
P00201611,기술표준의 정치 −행위자-네트워크 이론과 중국 AVS (Audio and Video Coding Standard) 사례−,배영자,대한정치학회보,2011
P00082621,러시아의 대(對)동북아 석유·가스 공급망 구축: 국제∙지역정치적 의미 및 영향에 대한 네트워크 세계정치론적 이해,신범식,국제정치논총,2012
P00121279,미국의 아시아 귀환과 동북아 정세,신성호,IRI Policy Brief,2012
P00070002,변환에서 복합으로: 부시와 오바마 행정부의 외교개혁,신성호,국제관계연구,2012
P00119751,스포츠 교류・협력의 국제정치:공공외교적 함의,유호근,평화학연구,2013
P00051876,해외주둔미군재배치계획과 한미동맹의 미래,이근,국가전략,2005
P00169140,미중 군사관계의 미래,이동선,전략연구,2011
P00246093,오바마 2기 행정부의 외교안보전략 전망,이상현,정세와 정책,2013
P00246096,이명박 정부 MD(미사일방어체제)참여 구상 정밀분석,황일도,신동아,2008
P00246103,일본 교과서의 독도 기술 실태에 관한 연구  ― 중학교 사회 과목 교과서의 독도 기술을 중심으로 한 고찰 ―,김화경,한국사상과 문화,2009
P00082694,2011년 일본 중학교 교과서 문제 검토,남상구,한일관계사연구,2011
P00246104,일본고등학교교과서독도기술추이와현황,남상구,영토해양연구,2012
P00246105,중학교 사회1 교과서의 독도 관련 내용 분석,송호열,한국사진지리학회지,2011
P00246106,한국의 사회과 교육과정에 기술된 독도관련 영토교육,심정보,독도문제의 학제적 연구,2009
P00246107,일본 시마네현의 초중등학교 사회과에서의 독도에 대한 지역학습의 경향,심정보,한국지역지리학회지,2011
P00134405,일본의 사회과에서 독도에 관한 영토교육의 현황,심정보,한국지리환경교육학회지,2008
P00246109,국제사법재판소의 도서영유권 및 해양경계획정 관련 분쟁해결,이석용,국제법학회논총,2006
P00246117,"日本史B, 2012년검정통과본",,明成社,2012
P00159463,탈레반의기원과궤적,이웅현,정세와정책,2007
P00246154,여성성기절제(Female Genital Mutilation)를 둘러싼 프랑스의 논쟁,김민정,21세기정치학회보,2012
P00157233,이슬람 여성의 할례를 보는 다양한 시각에 대한 소고,오은경,젠더와 문화,2008
P00016003,유럽연합의 이민 및 망명정책: 평가 및 전망,박채복,한국정치외교사논총,2008
P00246162,해외지역정보: 러시아-우크라이나 가스분쟁의 배경 및 당사국에 미치는 영향,,수은해외경제,2009
P00246163,러시아·우크라이나 가스분쟁과 러시아의 가스 수출전략,신현준,KIEP 세계경제,2006
P00246164,우크라이나의 국가성 모색,우준모,동서연구,2011
P00158776,러시아 에너지정책의 원천: '철저한 경제'인가 혹은'전략적 정치'인가?,이유신,한국과 국제정치,2010
P00119590,"상호의존론에 입각한 러시아의 가스거래 분석: 러시아-유럽, 러시아-우크라이나 및 러시아-투르크메니스탄간의 거래를 중심으로",이유신,국제정치논총,2007
P00135309,러시아-우크라이나가스분쟁과한국적함의,장성일,외교안보연구,2009
P00158779,러시아의‘에너지 자원의 무기화’외교정책:  러-우크라이나 가스분쟁과 GECF기구 출범,조정원,에너지경제연구,2009
P00246166,"러시아, 우크라이나 가스 분쟁의 시사점",주진홍,KIEP 지역경제포커스,2009
P00246167,키릴-메토디우스 형제단과 근대 우크라이나의 민족 정체성,한정숙,러시아연구,2004
P00172834,"탈 소비에트 공간에서 러시아, 우크라이나 관계와 유라시아  정치경제안보질서",홍완석,국제지역연구,2007
P00246174,조어도분쟁과그배경,김인식,국제지역정보,2010
P00170288,댜오위다오,김병일,센카쿠열도문제,시민정치학회보
P00170288,댜오위다오,김종두,센카쿠열도분쟁원인에관한연구,STRATEGY
P00246175,센카쿠분쟁의국제법적고찰,김현수,해양전략,1997
P00170289,"중, 일간센카쿠열도분쟁과중국의대외정책",김흥규,국제지역정보,2010
P00246176,동중국해및남중국해도서영유권분쟁실태분석,도재진,공군평론,2002
P00246178,"중, 일간영토분쟁 : 조어도",박영길,독도연구저널,2010
P00246179,국제분쟁과해군력시위,박창권,해양전략,1999
P00246180,중․일 동중국해 안보전략과 조어도 게임,이정태,한국동북아논총,2011
P00246181,석유수급예상과석유안전보장전략,이지동,시대의논리,2005
P00246182,적극적인대체에너지개발노력,조형래,시대의논리,2005
P00009286,한국의 네트워크 외교전략: 행위자-네트워크 이론의 원용,김상배,국가전략,2011
P00169035,소셜 미디어와 공공외교: 행위자-네트워크 이론으로 보는 미국의 전략,김상배,국제정치논총,2012
P00216031,중국의 부상과 동북아 안보질서:변화와 전망,박병철,평화학연구,2012
P00039441,동북아시아 에너지안보와 다자 지역협력:  러-북-남 가스관 사업과 동북아 세력망구도의 변화 가능성,신범식,한국정치학회보,2012
P00082621,러시아의 대(對)동북아 석유·가스 공급망 구축: 국제∙지역정치적 의미 및 영향에 대한 네트워크 세계정치론적 이해,신범식,국제정치논총,2012
P00154992,러시아의 네트워크 국가전략:  푸틴시기 에너지수송망 구축사업을 중심으로,신범식,세계지역연구논총,2009
P00246188,월드컵이후의8대핵심과제,신현암,CEO Information,2002
P00041890,남북한 스포츠 교류의 정치적 함의: 기능주의적 시각을 중심으로,유호근,세계지역연구논총,2007
P00156668,스포츠와 정치 그리고 국가: 한국을 중심으로,유호근,동서연구,2009
P00246189,국가브랜드와스포츠,유호근,공공인적자원과정책,2010
P00120570,소프트 파워로서의 스포츠,유호근,비교민주주의연구,2010
P00246190,"스포츠교류, 상호인정과호혜의징검다리",유호근,통일한국,2011
P00246191,중국 스포츠 외교의 전개과정과 특징에 관한 연구,양순창,대한정치학회보,2007
P00172111,"중국 소프트파워 외교의 전개, 성과 및 한계  : 제2차 북핵위기를 중심으로",이영학,동서연구,2009
P00246192,중국의소프트파워로서공자콘텐츠의전개현황및의의,채하연,유교사상연구,2009
P00246196,안드레이 사하로프의 서구주의와   평화 이념,고가영,역사와 담론,2010
P00246197,"핵무기가바꾼인생, 오펜하이머",송성수,기계저널,2005
P00096776,평화와전쟁 : 레이몽아롱의이론을중심으로,이창훈,평화연구,1988
P00045964,억지이론과 억지전략에 대한 소고,전성훈,전략연구,2004
P00246222,경색된 남북관계 그 원인과 해법,강성윤,월간북한,2010
P00128075,북한의 권력구조 변화와 정치적 함의: 헌법개정의 변화를 중심으로,김수민,통일전략,2004
P00173183,북한의 핵실험 강행 배경분석,윤황,북한학보,2006
P00246223,북한 노동당 제4차 대표자회와 파워 엘리트 변동,정성장,정세와 정책,2012
P00043914,북한 지배계급의 헤게모니 유지 전략 -담론(discourse)을 중심으로-,한승호,북한학보,2011
P00246224,지방자치단체 사회복지시설 운영의 효율성 분석,고동원,한국콘텐츠학회 논문지,2011
P00246225,유료노인복지시설 분포의 형평성 평가,김경호,노인복지연구,2005
P00246226,行政理念으로서의 社會的 衡平性,김인,사회과학논총,1987
P00246227,DEA를 이용한 사회복지관의 효율성 측정1. 1. 1. - 부산광역시를 중심으로 -,문경주,한국행정논집,2004
P00246228,노인요양시설서비스의 효율성과 형평성에 관한 연구: DEA 효율성 지수와 Coulter의 비형평성 조정계수를 중심으로,문상호,정책분석평가학회보,2006
P00246229,사회복지서비스 생산성에 관한 통합적 분석: 자료포락분석(DEA)과 SERVQUAL기법을 중심으로,문신용,한국행정학보,2004
P00246230,한국의 복지정책에서 나타난 효율 형평관,박용찬,서울시립대학교 논문집,1991
P00246231,정부의 보육시설 공급정책의 전개과정에 관한 평가,백선희,한국영유아보육학,1997
P00246232,자료포락분석(DEA)을 이용한 사회복지관의 효율성 평가에 관한 연구:부산지역 사례를 중심으로,손광훈,한국사회복지학,2003
P00246233,지방자치단체 보육현황과 서비스효율성,송건섭,지방정부연구,2009
P00246234,보육시설 설치의 지역차이 및 형평성 제고방안,서문희,보건복지포럼,2002
P00246235,특별·광역시 재원조정교부금의 제도 및 형평성에 관한 실증분석 연구,윤광재,한국지방자치학회보,2009
P00246236,지방정부 공공서비스 배분의 균형성 분석,이승종,한국정책학회보,1993
P00246237,공공서비스제공의 효율성과 형평성의 관계에 관한 실증적 연구-상수도 사업을 중심으로-,이영범,한국행정연구,2004
P00246238,행정서비스 배분의 형평성과 지방행정기관 평가,조경호,한국행정논집,1999
P00246243,학교부적응 개선방안에 관한 사례 연구: 가정환경적 요인을 중심으로,간호옥,임상사회사업연구,2005
P00246244,일 도시의 남녀 중학생 우울증 유병율과우울증이 학교적응에 미치는 영향,김명식,상담학연구,2008
P00246245,청소년의 인터넷 사용유형이 학교부적응과 학업성적을 매개로 우울과 공격성에 미치는 영향: 성별 차이를 중심으로,김상미,학교사회복지,2011
P00246246,청소년의 우울성향과 가정환경의 관계,김성일,한국청소년연구,2001
P00246247,한국 청소년의 생활환경요인이 우울 및 일탈충동에 미치는 영향 연구,김행열,평화학연구,2012
P00246248,학교폭력 피해경험이 우울에 미치는 영향에서 가족요인의 조절효과,김재엽,한국가족복지학,2007
P00246249,청소년의 학교생활 부적응에 영향을 미치는 요인에 관한 연구: 학교부적응 청소년을 중심으로,김종범,임상사회사업연구,2009
P00246250,청소년의 인터넷 중독 및 사이버 성중독의 심리사회적 변인과 문제행동 연구,남영옥,한국사회복지학,2002
P00246251,청소년의 학교생활 부적응에 영향을미치는 가족관련변인,류경희,Family and Environment Research,2003
P00246252,청소년의 가족환경요인과 자살생각: 자아존중감과 우울의 매개효과를 중심으로,박병금,생활과학연구논총,2007
P00246253,초기 청소년의 스트레스와 심리사회적 적응에 대한생태체계적 보호요인의 영향 연구,신정이,청소년학연구,2006
P00246254,청소년의 학교 부적응 영향요인 -위험요인에 대한 학교보호요인의 매개효과 분석을 중심으로-,오승환,청소년복지연구,2009
P00246255,위기청소년의 반사회적 예방 및 개입 프로그램개발 연구,이동훈,한국청소년상담연구,2008
P00246256,청소년의 집단괴롭힘 피해경험과 학교부적응 간의 경로 분석: 우울 및 공격성을 중심으로,이익섭,청소년시설환경,2008
P00246257,청소년의 학교생활부적응에 관한 연구경향 분석,이혜경,청소년시설환경,2007
P00246258,"청소년의 충동성, 자아존중감, 우울수준이   학교생활 적응에 미치는 영향",이혜순,한국콘텐츠학회 논문지,2012
P00246259,중학생이 지각하는 사회적 지지가 학교부적응행동에 미치는 영향,이동훈,한국교육논단,2010
P00246260,청소년의 학교생활 부적응의 요인에 관한 연구,전재일,사회복지개발연구,2007
P00246261,아동의 정서？행동문제 자기보고형 평정척도 개발 및 타당화 연구,조붕환,한국심리학회지: 상담 및 심리치료,2003
P00246262,"청소년의 소외감, 우울과 가족환경 및 학교생활 부적응이  자살생각에 미치는 영향",조윤숙,Family and Environment Research,2010
P00246263,"청소년 성장환경 체계요인에 관한 연구: 개인,가족,주변환경 체계요인을 중심으로",조주영,에니어그램연구,2007
P00246264,고등학생의 우울성향과 학교적응력간의 상관관계: 인천시내 1개 남녀공학 고등학교를 중심으로,최재민,가정의학회지,1999
P00246274,중.ASEAN FTA 투자협정의 내용과 시사점,여지나,지역경제포커스,2009
P00246275,중국 기체결 FTA의 투자자-국가 간 분쟁해결절차(ISD) 내용과 한.중 FTA에 대한 시사점,여지나,KIEP 오늘의 세계경제,2012
P00246278,동북아국가의 해양전략과 이어도,강근형,이어도연구,2010
P00246279,이어도문제와 한국의 해양 국제기구 참여 및 역할,강병철,이어도연구,2011
P00246280,Socotra 암초 주변해역의 수산학적 특성,노홍길,해양정책연구,1991
P00246281,Socotra Rock에관한소고,송원오,대한토목학회지,1984
P00203295,이어도 해양과학기지 건설방안 분석,심재설,해양정책연구,1996
P00243388,우리나라와 중국간 해양경계획정,이석용,국제법학회논총,2007
P00246284,독도문제에 관한 일본의 입장에 대한 고찰-일본의 영토문제 및 국제사법재판소에 의한 분쟁해결을 중심으로,이창위,국제법학회논총,1994
P00246285,일본국내의 ‘죽도’ 영유권을 둘러싼 갈등 구조― 고등학교 학습지도요령 해설서를 둘러싸고 ―,최장근,日本文化學報,2010
P00057696,중국 전국인민대표대회 개혁과 협력방안,김영진,의정논총,2008
P00246296,공직선거제도에서 여성후보추천할당제의 타당성 검토  -공직선거법 개정방안을 중심으로-,김재선,세계헌법연구,2010
P00057700,중국여성의 사회.정치적 역할,장공자,한국동북아 논총,1996
P00246299,한중여성의 의회진출과 제도론적 고찰,하영애,의정논총,2011
P00039687,김정은 정권의 출범과 정치적 과제,김갑식,통일정책연구,2012
P00043783,김정은체제의 대남정책과 남북관계,김일기,글로벌연구,2012
P00040235,군사협상과 군사도발 병행 행태를 통해 본 북한의 대남전략,이미숙,통일정책연구,2011
P00009182,한국 남성과 결혼한 중국 조선족 여성의 결혼생활 실태에 관한 연구,강유진,한국가족관계학회지,1999
P00246305,한국내 조선족 정체성과 한국관,김명희,사상,2003
P00039688,탈북자 면접조사를 통해 본 북한사회의 변화 - 2008~2011,김병로,현대북한연구,2012
P00246306,북한이탈주민 사회적응 패러다임 전환의 요청과 인문-융합적 패러다임,김선희,통일인문학,2011
P00085672,북한 노동문화의 형성과 균열에 관한 연구: 공업화시기를 중심으로,남근우,국제정치논총,2010
P00246310,"재일동포사회의 문화정체성에 관한 연구: 민족, 조국 귀속성, 현실의 ‘3중 경계문화정체성’을 중심으로",남근우,국제정치논총,2011
P00065921,"한민족(韓民族)의 준-종족화(準種族化)와 문화 분절화:김일성민족, 중국조선족, 자이니치 사회의 비교연구",남근우,국제정치연구,2012
P00177543,탈북 주민의 가치 정향에 관한 비교 연구,독고순,한국사회학,2001
P00065927,중화인민공화국 동북지역에 거주하는 조선족의 역사적 정체성,박선영,고구려발해연구,2007
P00246312,한국 체류 조선족 ‘단체’의 변화와 인정투쟁에 관한 연구,박우,경제와 사회,2011
P00065806,한국사회의 외국인 이주노동자  ― 새로운 ‘소수자 집단’에 대한 사회학적 설명 ―,설동훈,사림,2009
P00089075,‘민족’의 사회학적 설명과 ‘상상의 공동체론’ 비판,신용하,한국사회학,2006
P00246315,한국 ‘원민족’ 형성과 ‘전근대민족’ 형성,신용하,사회와역사(구 한국사회사학회논문집),2010
P00065938,중국 연변 조선족의 민족정체성에 대한     일고찰(1945.8-1950.말),염인호,한국사연구,2008
P00042553,북한이탈주민의 사회적 배제,유지웅,통일문제연구,2007
P00042555,탈북자의 남한사회 적응실태와 정착지원의 새로운 접근,윤인진,한국사회학,1999
P00042581,탈북자들의 주요 사회 배경에 따른 적응과 자아 정체성에 관한 연구,전우택,통일연구,1997
P00042228,북한이탈주민의 국가정체성 형성과 유형: 근거 이론에 의한 분석,전우택,통일정책연구,2011
P00013212,북한 정치교육의 내면화가 탈북자 남한사회적응에 미친 영향,조용관,한국정치외교사논총,2004
P00246317,한국 남성과 결환한 중국 조선족 여성들의 한국에성의 적응기 생활체험에 관한 연구 : 여성주의적 고찰,최금해,아시아여성연구,2005
P00039387,탈북대학생들의 국가정체성 형성과 변화,최대석,북한연구학회보,2010
P00043060,북한이탈주민 정책연구의 동향과 과제: 양적 성장을 넘어선 ‘성찰’과 ‘소통’,최대석,국제정치논총,2011
P00246318,21세기를지향하는중국조선족의교육,황유복,아시아문화연구,1996
P00131024,한반도경제공동체 건설과 동북아평화협력체제 구축의 연계 모색: 구상모델과 전략방향,성경륭,동서연구,2010
P00120835,"변화하는 동북아, 한국의대외전략은?",윤영관,민족화해,2010
P00245615,동북아 평화협력체제의 형성 조건에 관한 연구   -한․중․일 3국의 기본입장을 중심으로-,윤황,평화학연구,2006
P00038014,종자중시사상으로 부활한 북한 문예이론 종자론의 실체에 대한 연구,김용범,동아시아문화연구,2008
P00220841,"주체사상의 변용담론과 그 원인: ‘우리식’ 사회주의; ‘붉은기 철학’, ‘강성대국’을 중심으로",정우곤,북한연구학회보,2001
P00048272,김정은 후계구축과 북한 리더십 변화:  군에서 당으로 권력이동,고유환,한국정치학회보,2011
P00039687,김정은 정권의 출범과 정치적 과제,김갑식,통일정책연구,2012
P00043783,김정은 체제의 대남정책과남북관계,고유환,글로벌정치연구,2012
P00246342,북한의 권력구조 변화와 김정은 체제의 향방,고유환,통일,2012
P00246343,김정은 유일지도체계의 이행 가능성에 관한 시론적 연구: 권력엘리트 간 수평적 균열을 중심으로,이기동,한국과 국제정치,2012
P00173010,"북한과 몽골의 관계발전: 현황과 특징, 평가와 미래",윤황,한국동북아논총,2008
P00246347,북한의 낮은 단계의 연방제안 분석을 통한 남한의 연합제안과의 비교 접근,윤황,통일문제연구,2004
P00246351,낮은단계의 연방제와 국가연합제,한승조,신간연회보-안암,2002
P00246352,세계화시대 남북한 통합의 구상,함택영,국가전략,1998
P00043874,남북한 평화체제의 건설과 통일교육: 연합제와 낮은 단계의 연방제의 수렴을 중심으로,함택영,국가전략,2003
P00246381,남북한 군사회담과 군사적 긴장완화 가능성,김재철,서석사회과학논총,2011
P00211647,북핵문제에 대한 미국의 강압외교 평가와 대안,김재철,대한정치학회보,2012
P00246387,책임으로서의 윤리 : 레비나스의 윤리적 주체 개념,강영안,철학,2004
P00246388,보편적 복지에 대한 규범론적 분석,권혁주,한국행정학보,2012
P00246389,조직구성원에 의해 지각된 도덕적 강도와 윤리적 의사결정 의도간의 영향에 관한 연구 : 도덕적 강도의 하위영역 검증,김성국,기업윤리연구,2003
P00246390,책임개념에 대한 실천윤리적 해명,김양현,범한철학,2005
P00246391,정책의 윤리성에 관한 연구,박정택,,1989
P00246392,"정의로운 전쟁, 인도주의적 개입 그리고 보편적 인권-마이틀 왈저의 논의를 중심으로",박찬성,공익과 인권,2011
P00246393,공동체의 도덕적 책임에 대한 연구,변순용,윤리연구,2007
P00246394,현대윤리학에서의 책임윤리에 대한 규범적 접근,변순용,윤리연구,2004
P00246395,NGO의 공익성과 윤리성에 관한 연구,안득기,동서철학연구,2006
P00246396,윤리의 세 요소,윤성우,철학연구,2003
P00246397,인권의 국제적 보호와 조약의 유보,정서용,서울국제법연구,2006
P00246398,다문화주의와 인권의 문제-문화 상대주의와 보편주의의 경계에서-,최성환,철학탐구,2011
P00133162,다문화사회 정착과 이민정책,최홍,CEO Information,2010
P00246418,한국중산층의 구조적 변화-1990년 이후 소득 및 소비구조의 변화,김동열,연금시장 리뷰,2011
P00246419,사회복지정책의 전망과 평가,김기덕,동향과 전망,1993
P00024199,"복지정책에 대한 지지도 연구: 복지의식, 계층, 자기이해(self-interest)의 영향을 중심으로",류만희,한국정책과학학회보,2009
P00246420,고용 양극화로 본 미국 중산층,박준석,SERI 경제포커스,2012
P00071746,한국사회 복지의식의 특성과 결정요인:국가의 복지책임지지도를 중심으로,이성균,한국사회학,2002
P00024648,복지의식의 경향과 특징: 이중성,최균,사회복지연구,2000
P00246443,1930년대 문학에 나타난 ‘모던 상하이’의 표상 - 김광주의 문학적 글쓰기를 중심으로,서은주,한국문학이론과 비평,2008
P00246446,"성애(性愛)의 시대, 여성 주체와 섹슈얼리티",이영미,국제어문,2005
P00246447,해방공간의 김광주 소설에 나타난 섹슈얼리티 연구,이영미,한국문학이론과 비평,2005
P00246448,한국 근대문학사에 나타난 이주(migration)의 의미  — 작가의 전향 문제와 관련하여,이영미,세계문학비교연구,2009
P00246450,김광주의 상해 체험과 그 문학적 형상화 연구,최병우,한중인문학연구,2008
P00246453,무협소설의  환상성 고찰: 김광주의 <정협지> 화소 분석을 중심으로,한명환,현대소설연구,2000
P00091600,공론화를 위한 정치평론의 두 전략: 비판전략과 매개전략,김대영,한국정치학회보,2004
P00042127,20대 통일의식과 대학 통일교육의 과제,변종헌,통일정책연구,2012
P00043866,대학 통일교육의 역설과 활성화 방안,변종헌,윤리연구,2010
P00043870,통일과 북한에 관한 사회조사의 동향과 실태,은기수,통일과 평화,2010
P00043871,바람직한 대학통일교육방향,이경태,대한정치학회보,2004
P00246454,"군부의 정치퇴진에 관한 비교연구: 태국, 필리핀, 한국의 경우",서경교,한국정치학회보,1994
P00246456,한국의 군부정치에 관한연구: 정치정향을 중심으로,양병기,한국정치학회보,1994
P00246457,인도네시아의 정당정치와 민주주의 공고화,윤성이,국가전략,2002
P00246458,태국과 인도네시아의 군부 비교연구: 군사전략과 군구조를 중심으로,윤진표,국제정치논총,1996
P00186811,인도네시아의 정치권력과 정치체제 변동: 정통성과 효율성을 중심으로,이동윤,국제정치논총,2003
P00062437,경제위기와 정치적 선택: 인도네시아 사례를 중심으로,이동윤,한국정치학회보,2005
P00246459,민주화 이후 군부에 대한 문민통제  −한국과 아르헨티나 사례를 중심으로-,이주희,사회과학연구,2011
P00055498,김영삼 개혁정치의 성격과 정치적 동원,정태환,한국학연구,2005
P00213332,한국민주주의와 군부독점의 해체 과정 연구,조현연,동향과 전망,2007
P00246462,한국의 정치변동: 군의 탈정치화를 중심으로,홍득표,한국정치학회보,1995
P00246489,베링프로젝트는 한반도 평화정착의 실질적 방안,정태익,Peace Tunnel,2011
P00246494,중국관광객의 한국관광지 선택속성과 만족도에 관한 연구 - 중국 남경시를 중심으로 -,서원만,호텔경영학연구,2011
P00246495,"방한 중국 관광객의 전반적 관광만족도, 재방문의도, 추천의도에 미치는 영향요인 분석",송영민,중소연구,2011
P00246496,관광통역안내사의 그늘,송화선,신동아,2010
P00246497,방한 일본·중국 관광객의 한국음식에 대한  인지도 및 태도 비교연구,연나미,외식경영연구,2010
P00246498,도시 관광 동기와 만족속성에 관한연구 -서울 방문 중국관광객을 중심으로-,오상훈,관광연구저널,2012
P00246499,외국인 관광객의 전통관광기념품 기호 및 구매행동 연구,이지연,복식,2011
P00246500,방한 중국관광객의 관광지 선택속성이 만족도에 미치는 영향,정병웅,문화경제연구,2008
P00246501,방한 중국 관광객의 한국관광 후 만족도에  관한 연구 －패키지 상품 이용고객을 중심으로－,정수현,한중사회과학연구,2011
P00246502,중국시장 현황과 전망,한화준,한국관광정책,2011
P00246503,관광객이 선호하는 관광가이드 서비스: 중국 vs. 일본,홍성준,유통경영학회지,2011
P00246511,"중국언론에 나타난 남, 북한 이미지 비교분석 연구 (1949~1996)",강현두,한국언론학보,1998
P00246512,중국언론의 국제보도성향과 대한관에 관한 연구,김원태,신문학보,1989
P00246513,중국 언론매체(연변일보)의 보도내용 비교연구:  남북한 관련보도를 중심으로,전일욱,한국동북아논총,2012
P00246514,토마스모어의 유토피아에 나타난 철학적 이상,김영한,동국사학,1981
P00246516,토마스모어의「유토피아」에 나타난 교육적 이상,김은석,교육과학연구,2010
P00246517,담론201,김충렬,,2011
P00246518,성 토마스 아퀴나스 정치사상(1),박은구,숭실사학,2012
P00246519,근대서구의 기술유토피아의 이상과 실재,박호강,한국사회학,1995
P00246520,토마스 아퀴나스의 전쟁과 평화론,서을오,법철학연구,2011
P00246522,토마스 아퀴나스와 신학대전,이재룡,철학과 신학,1997
P00246523,열린사회의 유토피아,이한구,철학연구,2006
P00246524,유토피아에 대한 역사철학적 성찰과 유형화,이한구,철학,2012
P00246525,유토피아의 원형(prototype)에 관한 소고 - 신화적·종교적 이상향의 세계가 유토피아에 미친 영향을 중심으로 -,조청현,프랑스문화예술연구,2008
P00063670,다문화주의에 대한 한국인들의 태도:  경제적 이해관계와 국가 정체성의 영향을 중심으로,장승진,한국정치학회보,2010
P00099128,누가 왜 여성결혼이민자들과  생산기능직 근로자들의 유입 증가를 반대하는가:  문화적 위협변인과 경제적 위협변인의 영향력 분석을 중심으로,조정인,한국정치학회보,2011
P00246565,독일의 저출산문제 등장배경과 정책적 대응양상,정재훈,민족연구,2010
P00246696,국가수준 교육과정 평가 체제의 구축 방안,권영민,교육과정연구,2004
P00246697,교육정책과 교육과정,김용,교육과정연구,2005
P00246698,교육과정 개발 및 운영자로서의 초등교사,김경자,교육과학연구,2003
P00246699,미래형(2009) 교육과정에 대한 일 고찰,김경자,교육과정연구,2010
P00246700,2009 교육과정의 맥락적 의의와 실현의 조건: 사회과의 시각에서,김영석,학습자중심교과교육연구,2010
P00246701,국가 수준의 교육과정 개정 방식 개선에 관한 연구: 교실 수업 이해의 관점에서,김왕근,시민교육연구,2003
P00246703,2009 개정 교육과정(총론)의 가능성과 한계 탐색,김재춘,교육과정연구,2010
P00246704,국가 교육과정 연구ㆍ개발 체제의 문제점과 개선방향-제7차 교육과정 연구ㆍ개발 체제를 중심으로-,김재춘,교육과정연구,2002
P00246707,교육과정‘지역화’의 흐름과 자리매김,박순경,교육과정연구,2010
P00246708,교육과정 탐구 주제로서의 교사 전문성 논의에 대한 대안적 관점,박순경,교육학연구,2003
P00246709,교육과정연구 패러다임의 다원성(I): 주장과시사점,박순경,교육과정연구,1993
P00246712,초·중등학교 교육과정 정책의제 형성과정,유위준,교육과정연구,2002
P00246714,국가교육과정기준 문서 체제 개선방안,이병호,교육과정연구,2009
P00246717,교과 교육과정의 적정화 지침 개발 연구,이승미,교육학연구,2011
P00246718,Pinar의 쿠레레(Currere) 교육과정 탐색,이흔정,교육방법연구,2002
P00246719,쿠레레(Currere) 방법에서의 교육의 원리,정성아,교육사상연구,2006
P00246720,교육과정 자율화 정책 수용에 대한 교사의 인식  고찰,정영근,교육과정연구,2011
P00246721,타일러 모형의 대안들: 워커의 모형과 스텐하우스의 모형에 대한 검토,조영태,교육과정연구,2008
P00246723,학교 교육과정 자율화 정책을 통한 학교자치 실현 가능성 탐색,최태호,학습자중심교과교육연구,2011
P00246734,한국의 적정 조세부담률,나성린,공공경제,2003
P00078635,한국 복지정치의 딜레마 - 낮은 조세능력과 자가복지(自家福祉)로 인한 한계에 중점을 두어 -,남찬섭,사회복지연구,2008
P00246738,한국사회복지학의 고등교육 50년- 사회복지의 제도화와 고등교육의 대중화를배경으로,이혜경,한국사회복지교육,2005
P00246759,초국가주의 뿌리 내리기:초국가주의 논의의 세 가지 위험,박경환,한국도시지리학회지,2007
P00018010,민족과 국민사이에서: 한국 체류 조선족들의 정체성 인식에 관하여,유명기,한국문화인류학,2002
P00246760,"세계화, 디아스포라(diaspora), 민족적정체성",임묘섭,社會科學論叢,2007
P00246761,지구화시대 디아스포라의 초국가적 활동과 모국:동남아 화인과 중국조선족에 대한 비교연구,임채완,국제정치논총,2008
P00018012,"모국의 신화, 노동력의 이동, 그리고 이탈                                      : 조선족의 경험에 대한 디아스포라적 해석",전형권,한국동북아논총,2006
P00170896,초국가주의 관점에서 본 화교 디아스포라와 네트워크,전형권,대한정치학회보,2005
P00206485,북한-중국경제무역합작 현황 분석,김철,KDI 북한경제리뷰,2008
P00246763,중북경협을 활성화하기 위한 정부의 주도적 역할,김철,KDI 북한경제리뷰,2011
P00246765,최근북중경제협력의실태와전망,우영자,KDI 북한경제리뷰,2011
P00246766,북한으로 가는 중국의 전략과 방안 그리고 목표,원동욱,우리 시대,2011
P00246767,후진타오시대 중국의대북정책과 중ㆍ북 경제협력평가,유현정,세종정책연구,2010
P00206499,북중접경지역중국업체의대북거래관행분석,이종운,KIEP 오늘의세계경제,2009
P00041708,북중관계의새로운발전,이희옥,동아시아브리프,2010
P00246768,중국의 대북한 경제협력정책의 변화와 전망,조명철,KIEP 오늘의 세계경제,2010
P00246769,김정일 위원장의 방중과 북ㆍ중 경협 전망,조명철,KIEP 오늘의 세계경제,2011
